,,0,chem_acts,chem_moieties,chem_struct,chem_synonyms,chem_targets,compound,database_id,evidence,mass_spec_ion_type,mol_mass,molecular_formula
1253,4,,['Cytotoxic'],"[{'moiety': 'Lipid', 'subcluster': ['WP_019032757.1']}, {'moiety': '4-amido-2,4-pentadienoate', 'subcluster': ['WP_019032754.1']}]",O=C(CNC([C@](O)(C)C1=O)=O)NC(/C=C/C(N(C)CC(O[C@@H](CCCCCCCCCCCCCC)[C@@H]1C)=O)=O)=C,,,BE-43547B3,,['Mass spectrometry'],[M+H]+,577.372700972,C31H51N3O7
1253,5,,['Cytotoxic'],"[{'moiety': 'Lipid', 'subcluster': ['WP_019032757.1']}, {'moiety': '4-amido-2,4-pentadienoate', 'subcluster': ['WP_019032754.1']}]",O=C(CNC([C@](O)(C)C1=O)=O)NC(/C=C/C(N(C)CC(O[C@@H](CCCCCCCCCCCCCCC)[C@@H]1C)=O)=O)=C,,,BE-43547C1,,['Mass spectrometry'],[M+H]+,591.388351036,C32H53N3O7
1253,6,,['Cytotoxic'],"[{'moiety': 'Lipid', 'subcluster': ['WP_019032757.1']}, {'moiety': '4-amido-2,4-pentadienoate', 'subcluster': ['WP_019032754.1']}]",O=C(CNC([C@](O)(C)C1=O)=O)NC(/C=C/C(N(C)CC(O[C@@H](CCCCCCCCCCCCC(C)C)[C@@H]1C)=O)=O)=C,,,BE-43547C2,,['Mass spectrometry'],[M+H]+,591.388351036,C32H53N3O7
1253,7,mibig_json_2.0/BGC0001331.json,,,,,,,,,,,
1254,0,,,,CCC[C@@H](C)[C@@H]1[C@H](C(=O)NC(=C)/C=C/C(=O)N[C@H](C(=O)N[C@@H](C(=O)O1)C(C)C)C)CCO,,,microtermolide A,['pubchem:60149579'],,,451.26823590399994,C23H37N3O6
1254,1,mibig_json_2.0/BGC0001332.json,,,,,,,,,,,
1255,0,,['Cytotoxic'],"[{'moiety': 'Indole group', 'subcluster': ['AEF32092.1']}]",COC1=C2N(C3=CC=CC=C13)[C@]1(O)C(=O)N(C)C(=O)[C@]1(O)C1=C2N(C)C2=CC=C(Cl)C=C12,"['unii-t7972epw8p', 't7972epw8p']",[{'target': 'V-ATPase'}],BE-54017,"['npatlas:5807', 'pubchem:66575233']","['NMR', 'Mass spectrometry']",,451.093498356,C23H18ClN3O5
1255,1,mibig_json_2.0/BGC0001333.json,,,,,,,,,,,
1256,0,,,,COC1=C2N(C3=C1C=CC=C3)[C@]1(O)C(=O)N(C)C(=O)[C@]1(O)C1=C2NC2=C1C=C(Cl)C=C2,,,caldoniamide A,['npatlas:11693'],,,437.077848292,C22H16ClN3O5
1256,1,,,,COC1=C2N(C3=C1C=C(Cl)C=C3)[C@]1(O)C(=O)N(C)C(=O)[C@]1(O)C1=C2NC2=C1C=C(Cl)C=C2,,,cladoniamide B,"['npatlas:3322', 'pubchem:25053151']",,,471.03887593999997,C22H15Cl2N3O5
1256,2,,,,COC1=C2N(C3=C1C=CC=C3)[C@]1(O)C(=O)N(C)C(=O)[C@]1(O)C1=C2NC2=C1C=CC=C2,,,cladoniamide C7,['npatlas:7636'],,,403.11682064400003,C22H17N3O5
1256,3,,,,CNC(=O)[C@@]1(O)N2C3=C(C=CC=C3)C(OC)=C2C2=C(C3=C(N2)C=CC(Cl)=C3)C1=O,,,cladoniamide D,"['npatlas:13171', 'pubchem:25053152']",,,409.082933672,C21H16ClN3O4
1256,4,,,,CNC(=O)[C@@]1(O)N2C3=C(C=C(Cl)C=C3)C(OC)=C2C2=C(C3=C(N2)C=CC(Cl)=C3)C1=O,,,cladoniamide E,"['npatlas:2270', 'pubchem:25053149']",,,443.04396132,C21H15Cl2N3O4
1256,5,,,,CNC(=O)[C@]1(O)C2=C(NC3=C2C=C(Cl)C=C3)C2=C(OC)C3=C(C=CC=C3)N2C1=O,,,cladoniamide F,"['npatlas:12664', 'pubchem:25053218']",,,409.08293367199997,C21H16ClN3O4
1256,6,,,,CNC(=O)[C@]1(O)C2=C(NC3=C2C=C(Cl)C=C3)C2=C(OC)C3=C(C=CC(Cl)=C3)N2C1=O,,,cladoniamide G,"['npatlas:18144', 'pubchem:25053150']",,,443.04396132,C21H15Cl2N3O4
1256,7,mibig_json_2.0/BGC0001334.json,,,,,,,,,,,
1257,0,,['Cytotoxic'],"[{'moiety': 'Indole group', 'subcluster': ['AGI62212.1']}]",O=C1[C@]2(OC)N3C(C4=C([C@]2(OC)C(N1C)=O)C5=CC=C(Cl)C=C5N4)(O)C(C6=CC=C(Cl)C=C63)=O,['borregomycin'],,borregomycin A,,"['NMR', 'Mass spectrometry']",M-,501.049440624,C23H17Cl2N3O6
1257,1,,,,CN1C(=O)C2(C3=C(C4=C(C2(C1=O)OC)C5=C(N4)C=C(C=C5)Cl)NC6=C3C=CC(=C6)Cl)OC,,,borregomycin B,['pubchem:102196434'],,,469.05961138400005,C23H17Cl2N3O4
1257,2,,,,CN1C(=O)C2(C3=C(C4=C(C2(C1=O)OC)C5=C(N4)C=C(C=C5)Cl)NC6=C3C=CC(=C6)Cl)O,,,borregomycin C,['pubchem:102196435'],,,455.04396132000005,C22H15Cl2N3O4
1257,3,,,,CN1C(=O)C2(C3=C(C4=C(C2(C1=O)O)C5=C(N4)C=C(C=C5)Cl)NC6=C3C=CC(=C6)Cl)O,,,borregomycin D,['pubchem:102196436'],,,441.028311256,C21H13Cl2N3O4
1257,4,mibig_json_2.0/BGC0001335.json,,,,,,,,,,,
1258,0,,['Cytotoxic'],"[{'moiety': 'Indole group', 'subcluster': ['AHE14639.1']}]",O=C1C2=C(C(C(OC)=O)N1)C3=C(C4=C2C5=CC=CC=C5N4)NC6=CC=CC=C63,['erdasporine'],,erdasporine A,,"['NMR', 'Mass spectrometry']",[M-H]-,369.1113413400001,C22H15N3O3
1258,1,,,,COC(=O)C1=C2C(=CN1)C3=C(C4=C2C5=CC=CC=C5N4)NC6=CC=CC=C63,,,erdasporine B,['pubchem:102584106'],,,353.11642672000005,C22H15N3O2
1258,2,,,,COC(=O)C1C2=C3C4=CC=CC=C4NC3=C5C(=C2C(=O)N1)C6=CC=CC=C6N5,,,erdasporine C,['pubchem:102584107'],,,369.1113413400001,C22H15N3O3
1258,3,mibig_json_2.0/BGC0001336.json,,,,,,,,,,,
1259,0,,['Cytotoxic'],"[{'moiety': 'Indole group', 'subcluster': ['AKQ20701.1']}]",O=C1[C@@]2(O)N3C(C4=C([C@@]2(O)C(N1C)=O)C5=CC(Cl)=CC=C5N4)=C(OC)C6=CC(O)=C(Cl)C=C63,['lazarimide'],,lazarimide A,,"['NMR', 'Mass spectrometry']",[M-H]-,487.03379056,C22H15Cl2N3O6
1259,1,,,,COC1=C2N(C3=C1C=CC(Cl)=C3)[C@]1(O)C(=O)N(C)C(=O)[C@]1(O)C1=C2NC2=C1C=C(Cl)C=C2,,,lazarimide B,,,,471.03887593999997,C22H15Cl2N3O5
1259,2,,,,O[C@@]12C(=O)NC(=O)[C@]1(O)C1=C(NC3=C1C=C(Cl)C=C3)C1=C2C2=C(N1)C=C(Cl)C=C2,,,lazarimide C,,,,427.01266119200005,C20H11Cl2N3O4
1259,3,mibig_json_2.0/BGC0001337.json,,,,,,,,,,,
1260,0,,['Cytotoxic'],,C[C@@H]1OC=C2C(O)=C(C(O)=O)C(=O)C(C)=C2[C@H]1C,,,citrinin,"['npatlas:14581', 'chemspider:10222475']","['NMR', 'Mass spectrometry']",,250.084123548,C13H14O5
1260,1,mibig_json_2.0/BGC0001338.json,,,,,,,,,,,
1261,0,,"['Antifungal', 'Inhibitor']",,CC[C@H](C)C[C@H](C)\C=C\C(=O)O[C@@H]1C[C@]2(CCC(=C)[C@@H](OC(C)=O)[C@H](C)CC3=CC=CC=C3)O[C@@]1(C(O)=O)[C@@](O)([C@H](O2)C(O)=O)C(O)=O,['zaragozic acid a'],[{'target': 'squalene synthase'}],squalestatin S1,"['npatlas:11630', 'chemspider:4942838']","['NMR', 'Mass spectrometry']",,674.293841532,C35H46O13
1261,1,mibig_json_2.0/BGC0001339.json,,,,,,,,,,,
1262,0,,,,CCC[C@@H]1CC2=C(C[C@H](CC)CC3=C1C(=O)OC3=O)C(=O)OC2=O,,,byssochlamic acid,"['npatlas:4332', 'pubchem:164723', 'chembl:3039421']","['NMR', 'X-ray']",,332.12598835999995,C18H20O6
1262,1,mibig_json_2.0/BGC0001340.json,,,,,,,,,,,
1263,0,,,,CC(C)[C@@H]1NC(=O)C(C)OC(=O)[C@H](NC(=O)[C@H](OC(=O)[C@@H](NC(=O)[C@H](C)OC(=O)[C@H](NC(=O)[C@H](OC(=O)[C@@H](NC(=O)[C@H](C)OC(=O)[C@H](NC(=O)[C@H](OC1=O)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C,,,valinomycin,"['npatlas:6953', 'pubchem:3000706']",,,1110.63116004,C54H90N6O18
1263,1,mibig_json_2.0/BGC0001341.json,,,,,,,,,,,
1264,0,,,,C/C=C(\C)/C=C(\C)/CC(C)C(C(C1C/C=C\C=C\C(CC(C(C2=NC(=CS2)/C=C(/C(=O)O1)\C)CO)O)O)O)O,,,Cmc-thuggacin A,['pubchem:59317598'],,,561.2760237159998,C30H43NO7S
1264,1,,,,C/C=C(\C)/C=C(\C)/CC(C)C1C(C(C/C=C\C=C\C(CC(C(C2=NC(=CS2)/C=C(/C(=O)O1)\C)CO)O)O)O)O,,,Cmc-thuggacin B,['pubchem:59317595'],,,561.2760237159998,C30H43NO7S
1264,2,mibig_json_2.0/BGC0001342.json,,,,,,,,,,,
1265,0,,,,[H][C@@]1(CC2=C(O1)C(C)=N(=O)C1=CC=CC=C21)[C@@](C)(O)CC\C=C(/C)CCC=C(C)C,,,aurachin A,"['npatlas:6692', 'pubchem:6439172']",,,395.246043916,C25H33NO3
1265,1,,,,CC(C)=CCC\C(C)=C\CC\C(C)=C\CC1=C(C)NC2=CC=CC=C2C1=O,,,aurachin D,"['npatlas:19718', 'pubchem:6124753']",,,363.25621467599996,C25H33NO
1265,2,mibig_json_2.0/BGC0001343.json,,,,,,,,,,,
1266,0,,,,CCC(C)C(NC(=O)C1CCCCN1C)C(=O)N(COC(=O)CC(C)C)C(CC(OC(C)=O)C1=NC(=CS1)C(=O)NC(CC(C)C(O)=O)CC1=CC=C(O)C=C1)C(C)C,,,tubulysin A,"['npatlas:16692', 'pubchem:12134544']",,,843.4452142800001,C43H65N5O10S
1266,1,,,,CCCC(=O)OCN(C(CC(OC(C)=O)C1=NC(=CS1)C(=O)NC(CC(C)C(O)=O)CC1=CC=C(O)C=C1)C(C)C)C(=O)C(NC(=O)C1CCCCN1C)C(C)CC,,,tubulysin B,"['npatlas:19305', 'pubchem:12134545']",,,829.4295642159998,C42H63N5O10S
1266,2,,,,[H][C@](C)(CC)[C@]([H])(NC(=O)[C@H]1CCCCN1C)C(=O)N(COC(=O)CC)[C@H](C[C@@H](OC(C)=O)C1=NC(=CS1)C(=O)N[C@H](C[C@H](C)C(O)=O)CC1=CC=C(O)C=C1)C(C)C,,,tubulysin C,"['npatlas:9616', 'pubchem:11262920']",,,815.4139141520001,C41H61N5O10S
1266,3,,,,CCC(C)C(NC(=O)C1CCCCN1C)C(=O)N(COC(=O)CC(C)C)C(CC(OC(C)=O)C1=NC(=CS1)C(=O)NC(CC(C)C(O)=O)CC1=CC=CC=C1)C(C)C,,,tubulysin D,"['npatlas:13309', 'pubchem:12134546']",,,827.45029966,C43H65N5O9S
1266,4,,,,CCCC(=O)OCN(C(CC(OC(C)=O)C1=NC(=CS1)C(=O)NC(CC(C)C(O)=O)CC1=CC=CC=C1)C(C)C)C(=O)C(NC(=O)C1CCCCN1C)C(C)CC,,,tubulysin E,"['npatlas:15172', 'pubchem:12134547']",,,813.4346495959999,C42H63N5O9S
1266,5,,,,[H][C@](C)(CC)[C@]([H])(NC(=O)[C@H]1CCCCN1C)C(=O)N(COC(=O)CC)[C@H](C[C@@H](OC(C)=O)C1=NC(=CS1)C(=O)N[C@H](C[C@H](C)C(O)=O)CC1=CC=CC=C1)C(C)C,,,tubulysin F,"['npatlas:13163', 'pubchem:11285812']",,,799.418999532,C41H61N5O9S
1266,6,,,,[H][C@](C)(CC)[C@]([H])(NC(=O)[C@H]1CCCCN1C)C(=O)N(COC(=O)C=C(C)C)[C@H](C[C@@H](OC(C)=O)C1=NC(=CS1)C(=O)N[C@H](C[C@H](C)C(O)=O)CC1=CC=C(O)C=C1)C(C)C,,,tubulysin G,"['npatlas:18484', 'pubchem:101355563']",,,841.429564216,C43H63N5O10S
1266,7,,,,[H][C@](C)(CC)[C@]([H])(NC(=O)[C@H]1CCCCN1C)C(=O)N(COC(C)=O)[C@H](C[C@@H](OC(C)=O)C1=NC(=CS1)C(=O)N[C@H](C[C@H](C)C(O)=O)CC1=CC=CC=C1)C(C)C,,,tubulysin H,"['npatlas:1723', 'pubchem:11411735']",,,785.403349468,C40H59N5O9S
1266,8,,,,[H][C@](C)(CC)[C@]([H])(NC(=O)[C@H]1CCCCN1C)C(=O)N(COC(C)=O)[C@H](C[C@@H](OC(C)=O)C1=NC(=CS1)C(=O)N[C@H](C[C@H](C)C(O)=O)CC1=CC=C(O)C=C1)C(C)C,,,tubulysin I,"['npatlas:11260', 'pubchem:11422937']",,,801.3982640880001,C40H59N5O10S
1266,9,mibig_json_2.0/BGC0001344.json,,,,,,,,,,,
1267,0,,,,OC[C@H](CCCCNC(=O)C1=CC=CC(O)=C1O)NC(=O)C1=CC=CC(O)=C1O,,,myxochelin A,"['npatlas:2219', 'pubchem:16093504']",,,404.1583511079999,C20H24N2O7
1267,1,,,,C1=CC(=C(C(=C1)O)O)C(=O)NCCCC[C@@H](CN)NC(=O)C2=C(C(=CC=C2)O)O,,,myxochelin B,['pubchem:10873133'],,,403.17433551999994,C20H25N3O6
1267,2,mibig_json_2.0/BGC0001345.json,,,,,,,,,,,
1268,0,,,,O=C(C(CC(C)C)NC(CC(O)CCCCCCCCC)=O)NC(CC(O)=O)C(NC(C(OC(C(CC(C)C)NC1=O)=O)C)C(NC(C(C)CC)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC1CC(C)C)=O)=O)=O)=O)=O,,,bananamide 1,,"['NMR', 'Mass spectrometry']",[M+H]+,1107.7154987840001,C55H97N9O14
1268,1,,,,O=C(C(CC(C)C)NC(CC(O)C/C=C/CCCCCC)=O)NC(CC(O)=O)C(NC(C(OC(C(CC(C)C)N1)=O)C)C(NC(C(C)CC)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC(CC(C)C)C1=O)=O)=O)=O)=O)=O,,,bananamide 2,,"['NMR', 'Mass spectrometry']",[M+H]+,1105.69984872,C55H95N9O14
1268,2,,,,O=C(C(CC(C)C)NC(CC(O)CCCCCCC)=O)NC(CC(O)=O)C(NC(C(OC(C(CC(C)C)NC1=O)=O)C)C(NC(C(C)CC)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC1CC(C)C)=O)=O)=O)=O)=O,,,bananamide 3,,"['NMR', 'Mass spectrometry']",[M+H]+,1079.684198656,C53H93N9O14
1268,3,mibig_json_2.0/BGC0001346.json,,,,,,,,,,,
1269,0,,"['Antibacterial', 'Antifungal', 'Cytotoxic']",[{'moiety': 'Fumarate'}],CC1C/C(=C/C=C\CC(OC(=O)/C(=C\C(=C\C(C1O)C)\C)/C)C(C)C(C(C)C2(CC(C(C(O2)C(C)C)C)OC(=O)/C=C/C(=O)O)O)O)/C,,,JBIR-100,['pubchem:102518265'],"['NMR', 'Mass spectrometry']",,674.4029980560001,C38H58O10
1269,1,mibig_json_2.0/BGC0001348.json,,,,,,,,,,,
1270,0,,,,[H][C@]12\C=C/C=C(C)/[C@@]3([H])[C@H](O)[C@H](O)C=C[C@]3([H])\C=C(C)\[C@@]1([H])[C@]1([H])[C@@H](O)C[C@@H](C\C=C\C=C\CCC)N1C2=O,,,heronamide A,"['npatlas:2271', 'pubchem:102257463']",,,465.287908728,C29H39NO4
1270,1,,,,CCC/C=C/C=C/C[C@@H]1C[C@@H]2/C=C/C(=C\[C@@H]3C=C[C@@H]([C@@H]([C@H]3/C(=C/C=C/[C@H]2C(=O)N1)/C)O)O)/C,,,heronamide B,['pubchem:102257462'],,,449.29299410799996,C29H39NO3
1270,2,,,,CCC\C=C\C=C\C[C@@H]1C\C=C\C=C(/C)\C=C\C=C/[C@H](O)[C@H](O)\C=C(/C)\C=C\C=C\C(=O)N1,,,heronamide C,"['npatlas:2588', 'pubchem:102257461']",,,449.292994108,C29H39NO3
1270,3,,,,[H][C@]12\C=C/C=C(C)/[C@@]3([H])[C@H](O)[C@H](O)C=C[C@]3([H])\C=C(C)\[C@@]1([H])[C@]1([H])[C@@H](O)C[C@@H](CC=CC=CC)N1C2=O,,,heronamide D,"['npatlas:11575', 'pubchem:102362803']",,,437.2566086,C27H35NO4
1270,4,,,,[H][C@]12C[C@@H](CC=CC=CC)NC(=O)[C@]1([H])\C=C\C=C(C)\[C@@]1([H])[C@H](O)[C@H](O)C=C[C@]1([H])\C=C(/C)\C=C\2,,,heronamide E,"['npatlas:18373', 'pubchem:76332081']",,,421.26169397999996,C27H35NO3
1270,5,,,,C\C=C\C=C\C[C@@H]1C\C=C\C=C(/C)\C=C\C=C/[C@@H](O)[C@@H](O)\C=C(/C)\C=C\C=C\C(=O)N1,,,heronamide F,"['npatlas:6236', 'pubchem:76332081']",,,421.26169398,C27H35NO3
1270,6,mibig_json_2.0/BGC0001349.json,,,,,,,,,,,
1271,0,,,,[H][C@@]12C[C@@]([H])(OC(=O)\C=C(/C)\C=C\C[C@@H](O)CC(=C)\C=C(C)\C1)[C@](C)(O2)[C@@H](O)\C=C(/C)C[C@H]1OC(C)(C)O[C@@H](C[C@H]2OC(C)(C)O[C@@H](C[C@H](CC(=C)C(\OC)=C/Br)OC(=O)CCCCCCCCCCCCCCC)[C@H]2C)C1(C)C,,,phormidolide,"['npatlas:4201', 'pubchem:101209503']",,,1156.6789408999998,C65H105BrO12
1271,1,mibig_json_2.0/BGC0001350.json,,,,,,,,,,,
1272,0,,,,,,,paeninodin,,,,,
1272,1,mibig_json_2.0/BGC0001356.json,,,,,,,,,,,
1273,0,,,,C[C@H]1CCCCC(CCCC(Cl)Cl)C2=C(O)C=C(C=C2O)[C@H](OC(N)=O)[C@@H](C)CCCCC(CCCC(Cl)Cl)C2=C(O)C=C(C=C2O)[C@@H]1OC(N)=O,,,carbamidocyclophane A,"['npatlas:9092', 'pubchem:16215902']",,,806.2634274080002,C38H54Cl4N2O8
1273,1,,,,C[C@H]1CCCCC(CCCCCl)C2=C(O)C=C(C=C2O)[C@H](OC(N)=O)[C@@H](C)CCCCC(CCCC(Cl)Cl)C2=C(O)C=C(C=C2O)[C@@H]1OC(N)=O,,,carbamidocyclophane B,"['npatlas:3410', 'pubchem:16215903']",,,772.3023997600001,C38H55Cl3N2O8
1273,2,,,,CCCCC1CCCC[C@H](C)[C@@H](OC(N)=O)C2=CC(O)=C(C(CCCC(Cl)Cl)CCCC[C@H](C)[C@@H](OC(N)=O)C3=CC(O)=C1C(O)=C3)C(O)=C2,,,carbamidocyclophane C,"['npatlas:17958', 'pubchem:16216030']",,,738.341372112,C38H56Cl2N2O8
1273,3,,,,CCCCC1CCCC[C@H](C)[C@@H](OC(N)=O)C2=CC(O)=C(C(CCCCCl)CCCC[C@H](C)[C@@H](OC(N)=O)C3=CC(O)=C1C(O)=C3)C(O)=C2,,,carbamidocyclophane D,"['npatlas:17132', 'pubchem:16216031']",,,704.3803444640001,C38H57ClN2O8
1273,4,,,,CCCCC1CCCC[C@H](C)[C@@H](OC(N)=O)C2=CC(O)=C(C(CCCC)CCCC[C@H](C)[C@@H](OC(N)=O)C3=CC(O)=C1C(O)=C3)C(O)=C2,,,carbamidocyclophane E,"['npatlas:16180', 'pubchem:16216032']",,,670.4193168160001,C38H58N2O8
1273,5,,,,C[C@H]1CCCC[C@H](CCCC(Cl)Cl)C2=C(O)C=C(C=C2O)[C@H](OC(N)=O)[C@@H](C)CCCC[C@H](CCCC(Cl)Cl)C2=C(O)C=C(C=C2O)[C@@H]1O,,,carbamidocyclophane F,"['npatlas:6200', 'pubchem:102126547']",,,763.2576137560002,C37H53Cl4NO7
1273,6,,,,[H]C([H])CCC[C@H]1CCCC[C@H](C)[C@@H](OC(N)=O)C2=CC(O)=C([C@@H](CCCC([H])[H])CCCC[C@H](C)[C@@H](O)C3=CC(O)=C1C(O)=C3)C(O)=C2,,,carbamidocyclophane H,,,,627.413503164,C37H57NO7
1273,7,,,,[H]C([H])CCC[C@H]1CCCC[C@H](C)[C@@H](OC(N)=O)C2=CC(O)=C([C@@H](CCCC([H])Br)CCCC[C@H](C)[C@@H](OC(N)=O)C3=CC(O)=C1C(O)=C3)C(O)=C2,,,carbamidocyclophane M,,,,748.3298288840001,C38H57BrN2O8
1273,8,,,,[H]C(Br)CCC[C@H]1CCCC[C@H](C)[C@@H](OC(N)=O)C2=CC(O)=C([C@@H](CCCC([H])Br)CCCC[C@H](C)[C@@H](OC(N)=O)C3=CC(O)=C1C(O)=C3)C(O)=C2,,,carbamidocyclophane N,,,,826.2403409520001,C38H56Br2N2O8
1273,9,,,,[H]C([H])CCC[C@H]1CCCC[C@H](C)[C@@H](OC(N)=O)C2=CC(O)=C([C@@H](CCCC(Br)Br)CCCC[C@H](C)[C@@H](OC(N)=O)C3=CC(O)=C1C(O)=C3)C(O)=C2,,,carbamidocyclophane O,,,,826.2403409520001,C38H56Br2N2O8
1273,10,,,,[H]C(Br)CCC[C@H]1CCCC[C@H](C)[C@@H](OC(N)=O)C2=CC(O)=C([C@@H](CCCC(Br)Br)CCCC[C@H](C)[C@@H](OC(N)=O)C3=CC(O)=C1C(O)=C3)C(O)=C2,,,carbamidocyclophane P,,,,904.1508530200001,C38H55Br3N2O8
1273,11,,,,C[C@H]1CCCC[C@H](CCCC(Br)Br)C2=C(O)C=C(C=C2O)[C@H](OC(N)=O)[C@@H](C)CCCC[C@H](CCCC(Br)Br)C2=C(O)C=C(C=C2O)[C@@H]1OC(N)=O,,,carbamidocyclophane Q,,,,982.0613650880001,C38H54Br4N2O8
1273,12,,,,[H]C([H])CCC[C@H]1CCCC[C@H](C)[C@@H](O)C2=CC(O)=C([C@@H](CCCC([H])Br)CCCC[C@H](C)[C@@H](OC(N)=O)C3=CC(O)=C1C(O)=C3)C(O)=C2,,,carbamidocyclophane R,,,,705.3240152320001,C37H56BrNO7
1273,13,,,,[H]C([H])CCC[C@H]1CCCC[C@H](C)[C@@H](O)C2=CC(O)=C([C@@H](CCCC(Br)Br)CCCC[C@H](C)[C@@H](OC(N)=O)C3=CC(O)=C1C(O)=C3)C(O)=C2,,,carbamidocyclophane S,,,,783.2345273000001,C37H55Br2NO7
1273,14,,,,[H]C(Br)CCC[C@H]1CCCC[C@H](C)[C@@H](O)C2=CC(O)=C([C@@H](CCCC(Br)Br)CCCC[C@H](C)[C@@H](OC(N)=O)C3=CC(O)=C1C(O)=C3)C(O)=C2,,,carbamidocyclophane T,,,,861.1450393680002,C37H54Br3NO7
1273,15,,,,C[C@H]1CCCC[C@H](CCCC(Br)Br)C2=C(O)C=C(C=C2O)[C@H](OC(N)=O)[C@@H](C)CCCC[C@H](CCCC(Br)Br)C2=C(O)C=C(C=C2O)[C@@H]1O,,,carbamidocyclophane U,,,,939.0555514360001,C37H53Br4NO7
1273,16,mibig_json_2.0/BGC0001357.json,,,,,,,,,,,
1274,0,,,,CCC(C)/C=C/C(=O)N1CC(CC1C(=O)NC(CC(C)CC(CC(=O)CC)O)C(=O)NC(C(C(C)C)O)C(=O)NC(C)(C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NCCC(=O)NC(C)CN(C)C)C,,,leucinostatin A,['pubchem:5477807'],,,1217.8362826119996,C62H111N11O13
1274,1,,,,CCC(C)/C=C/C(=O)N1CC(CC1C(=O)NC(CC(C)CC(CC(=O)CC)O)C(=O)NC(C(C(C)C)O)C(=O)NC(C)(C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NCCC(=O)NC(C)CNC)C,,,leucinostatin B,['pubchem:6440573'],,,1203.8206325479998,C61H109N11O13
1274,2,mibig_json_2.0/BGC0001358.json,,,,,,,,,,,
1275,0,,,,Cc1c(c(n2c(cnc2c1Br)CSCCO)C)Br,,,mycophenolic acid,,,,391.91935826799994,C12H14Br2N2OS
1275,1,mibig_json_2.0/BGC0001360.json,,,,,,,,,,,
1276,0,,,,C[C@@H]1C(=C)[C@@H]([C@@]2(C([C@]1(C(=C2C)C)C)C)C)C,,,sodorifen,['pubchem:46187193'],,,218.203450832,C16H26
1276,1,mibig_json_2.0/BGC0001361.json,,,,,,,,,,,
1277,0,,,,C1=CC(=O)C(=C2C(=C1)SS2)C(=O)O,,,tropodithietic acid,['pubchem:44632924'],,,211.960185988,C8H4O3S2
1277,1,mibig_json_2.0/BGC0001362.json,,,,,,,,,,,
1278,0,,,,,,,ralsolamycin,,,,,
1278,1,mibig_json_2.0/BGC0001363.json,,,,,,,,,,,
1279,0,,,,,,,cinnamycin B,,,,,
1279,1,mibig_json_2.0/BGC0001364.json,,,,,,,,,,,
1280,0,,,,,,,clapurines,,,,,
1280,1,mibig_json_2.0/BGC0001365.json,,,,,,,,,,,
1281,0,,,,CC1=CC(O)=CC2=C1C1OC(C)(CC3=C1C(O)=C1C(=O)C4=C(C=C(O)C=C4O)C(C)(C)C1=C3)O2,,,BE-24566B,"['npatlas:1814', 'pubchem:9868865']",,,460.1522031079999,C27H24O7
1281,1,,,,CC1=CC(O)=C(Cl)C2=C1C1OC(C)(CC3=C1C(O)=C1C(=O)C4=C(C(Cl)=C(O)C=C4O)C(C)(C)C1=C3)O2,,,zunyimycin A,,,,528.0742584039999,C27H22Cl2O7
1281,2,mibig_json_2.0/BGC0001366.json,,,,,,,,,,,
1282,0,,,,CC(C\C(C)=C\C=C\C(C)NC(=O)C1=CC=CC=C1)C=C,,,haliamide,,,,283.19361442,C19H25NO
1282,1,mibig_json_2.0/BGC0001367.json,,,,,,,,,,,
1283,0,,,,[H][C@@]1(CCCN1)[C@H](NC(=O)[C@]1(C)COC(=N1)C1=CN(C)C2=CC(Cl)=CC(O)=C12)C(=O)NC(C)(CO)C(O)=O,,,JBIR-126,['npatlas:16046'],,,535.1833759799999,C24H30ClN5O7
1283,1,mibig_json_2.0/BGC0001368.json,,,,,,,,,,,
1284,0,,,,NC(=O)\C=C\C=C\C1C=CC2C=CC3OC(\C=C\C=C\C=C\C(O)=O)C1C23,,,metatricycloene,,,,365.162708216,C22H23NO4
1284,1,mibig_json_2.0/BGC0001369.json,,,,,,,,,,,
1285,0,,,,CCCC1OC1C(=O)N[C@@H](CO)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](C(=O)N[C@@H](CC(O)=O)C(=O)NCC(=O)N[C@H](C(O)CON)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O)C1=CC=C(O)C=C1,,,lipopeptide 8D1-1,,,,1502.5473833639996,C66H82N14O27
